timestamp_iso,time_sec,event_id,event_type,state,auto_direction,contact_force,gripper_opening,detail
2026-05-14T16:17:50.676358,0.000000,E00001,EXPERIMENT_START,INIT_PREPARE,none,0.000000,0.040000,condition=visual_only
2026-05-14T16:17:50.676358,0.000000,E00002,INITIAL_POSE_START,INIT_PREPARE,none,0.000000,0.040000,move_to_initial_pose
2026-05-14T16:17:54.362387,1.000000,E00003,INITIAL_POSE_DONE,INIT,none,0.000000,0.040000,executed_steps=240
2026-05-14T16:19:20.555844,24.345833,E00004,USER_INPUT_Z,INIT,none,0.000000,0.040000,
2026-05-14T16:19:21.142240,24.504167,E00005,USER_INPUT_Z,INIT,none,4.562998,0.023500,
2026-05-14T16:19:28.704243,26.550000,E00006,MANUAL_START,AUTO_WAIT,none,70.136082,0.011500,manual start from INIT after operator confirmed initial pose
2026-05-14T16:19:37.116065,28.829167,E00007,AUTO_PERTURB_START_CLOSE,AUTO_PERTURB_CLOSE,close,69.908076,0.011500,
2026-05-14T16:19:37.577886,28.954167,E00008,AUTO_PERTURB_END,AUTO_PERTURB_CLOSE,close,70.141912,0.010000,close_safety_stop
2026-05-14T16:19:46.745618,31.437500,E00009,AUTO_PERTURB_START_OPEN,AUTO_PERTURB_OPEN,open,70.354404,0.010000,
2026-05-14T16:19:49.838472,32.275000,E00010,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,29.534094,0.020050,
2026-05-14T16:19:51.851867,32.820833,E00011,AUTO_PERTURB_END,AUTO_PERTURB_OPEN,open,0.005887,0.026600,stable_no_contact
2026-05-14T16:19:53.614124,33.300000,E00012,USER_INPUT_Z,AUTO_WAIT,none,0.000000,0.026600,
2026-05-14T16:19:53.785058,33.345833,E00013,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,32.005959,0.014600,
2026-05-14T16:19:54.185611,33.454167,E00014,USER_INPUT_Z,AUTO_WAIT,none,62.787715,0.014600,
2026-05-14T16:20:03.057285,35.858333,E00015,AUTO_PERTURB_START_OPEN,AUTO_PERTURB_OPEN,open,70.351423,0.000000,
2026-05-14T16:20:09.224675,37.529167,E00016,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,29.527820,0.020050,
2026-05-14T16:20:10.430086,37.854167,E00017,AUTO_PERTURB_END,AUTO_PERTURB_OPEN,open,6.284919,0.024000,max_auto_delta_reached
2026-05-14T16:20:11.722081,38.204167,E00018,USER_INPUT_Z,AUTO_WAIT,none,4.175201,0.024000,
2026-05-14T16:20:11.845578,38.237500,E00019,FORCE_BACK_IN_RANGE,USER_CONTROL,none,32.830466,0.012000,
2026-05-14T16:20:11.937313,38.262500,E00020,FORCE_BELOW_LOW,AUTO_WAIT,none,27.652137,0.009000,
2026-05-14T16:20:12.058511,38.295833,E00021,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,30.948856,0.009000,
2026-05-14T16:20:12.074165,38.300000,E00022,FORCE_BELOW_LOW,AUTO_WAIT,none,27.204869,0.009000,
2026-05-14T16:20:12.197758,38.333333,E00023,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,33.965357,0.009000,
2026-05-14T16:20:12.304767,38.362500,E00024,FORCE_BELOW_LOW,AUTO_WAIT,none,28.208487,0.009000,
2026-05-14T16:20:12.350458,38.375000,E00025,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,32.565321,0.009000,
2026-05-14T16:20:12.520747,38.420833,E00026,USER_INPUT_Z,AUTO_WAIT,none,62.277051,0.009000,
2026-05-14T16:20:12.566419,38.433333,E00027,FORCE_ABOVE_HIGH,USER_CONTROL,none,84.440089,0.004500,
2026-05-14T16:20:12.658389,38.458333,E00028,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,79.854751,0.001500,
2026-05-14T16:20:13.165965,38.595833,E00029,FORCE_BELOW_LOW,AUTO_WAIT,none,28.716789,0.001500,
2026-05-14T16:20:13.197230,38.604167,E00030,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,31.948686,0.001500,
2026-05-14T16:20:13.276389,38.625000,E00031,FORCE_BELOW_LOW,AUTO_WAIT,none,27.995305,0.001500,
2026-05-14T16:20:13.292423,38.629167,E00032,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,36.809748,0.001500,
2026-05-14T16:20:13.354209,38.645833,E00033,FORCE_BELOW_LOW,AUTO_WAIT,none,28.367161,0.001500,
2026-05-14T16:20:13.599801,38.712500,E00034,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,31.259195,0.001500,
2026-05-14T16:20:13.614935,38.716667,E00035,FORCE_BELOW_LOW,AUTO_WAIT,none,29.591536,0.001500,
2026-05-14T16:20:13.645141,38.725000,E00036,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,37.336498,0.001500,
2026-05-14T16:20:16.985345,39.629167,E00037,AUTO_PERTURB_START_OPEN,AUTO_PERTURB_OPEN,open,60.764705,0.001500,
2026-05-14T16:20:19.211485,40.233333,E00038,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,27.357055,0.008750,
2026-05-14T16:20:19.564939,40.329167,E00039,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,54.877186,0.009900,
2026-05-14T16:20:19.595148,40.337500,E00040,FORCE_ABOVE_HIGH,AUTO_PERTURB_OPEN,open,81.665701,0.010000,
2026-05-14T16:20:19.703186,40.366667,E00041,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,76.191592,0.010350,
2026-05-14T16:20:19.795827,40.391667,E00042,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,28.735622,0.010650,
2026-05-14T16:20:20.181953,40.495833,E00043,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,55.571507,0.011900,
2026-05-14T16:20:20.227416,40.508333,E00044,FORCE_ABOVE_HIGH,AUTO_PERTURB_OPEN,open,80.522094,0.012050,
2026-05-14T16:20:20.335686,40.537500,E00045,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,75.752149,0.012400,
2026-05-14T16:20:20.472470,40.575000,E00046,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,26.228854,0.012850,
2026-05-14T16:20:20.550013,40.595833,E00047,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,33.227780,0.013100,
2026-05-14T16:20:20.780472,40.658333,E00048,FORCE_BELOW_LOW,AUTO_PERTURB_OPEN,open,27.381973,0.013850,
2026-05-14T16:20:21.673182,40.900000,E00049,AUTO_PERTURB_END,AUTO_PERTURB_OPEN,open,0.296073,0.016750,stable_no_contact
2026-05-14T16:20:24.152239,41.570833,E00050,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,35.279830,0.016750,
2026-05-14T16:20:24.230374,41.591667,E00051,FORCE_BELOW_LOW,AUTO_WAIT,none,29.911222,0.016750,
2026-05-14T16:20:24.661465,41.708333,E00052,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,32.270830,0.016750,
2026-05-14T16:20:24.921953,41.779167,E00053,FORCE_ABOVE_HIGH,AUTO_WAIT,none,80.993357,0.016750,
2026-05-14T16:20:28.712341,42.808333,E00054,EMERGENCY_HIGH_FORCE,AUTO_WAIT,none,141.189079,0.016750,
2026-05-14T16:20:29.095986,42.912500,E00055,AUTO_PERTURB_START_OPEN,AUTO_PERTURB_OPEN,open,146.368661,0.016750,
2026-05-14T16:20:30.198666,43.212500,E00056,FORCE_BACK_IN_RANGE,AUTO_PERTURB_OPEN,open,79.564861,0.020350,
2026-05-14T16:20:30.582836,43.316667,E00057,USER_INPUT_Z,AUTO_PERTURB_OPEN,open,54.222766,0.021600,
2026-05-14T16:20:30.582836,43.316667,E00058,AUTO_PERTURB_END,AUTO_PERTURB_OPEN,open,54.222766,0.021600,user_input
2026-05-14T16:20:30.661293,43.337500,E00059,FORCE_ABOVE_HIGH,USER_CONTROL,none,84.922105,0.014100,
2026-05-14T16:20:30.738105,43.358333,E00060,EMERGENCY_HIGH_FORCE,USER_CONTROL,none,151.595659,0.006600,
2026-05-14T16:20:33.354543,44.066667,E00061,USER_INPUT_X,AUTO_WAIT,none,261.365085,0.000600,
2026-05-14T16:20:33.631484,44.141667,E00062,USER_INPUT_X,AUTO_WAIT,none,162.674932,0.014100,
2026-05-14T16:20:33.753549,44.175000,E00063,FORCE_BACK_IN_RANGE,USER_CONTROL,none,78.404935,0.026100,
2026-05-14T16:20:33.862216,44.204167,E00064,FORCE_BELOW_LOW,USER_CONTROL,none,26.274252,0.036600,
2026-05-14T16:20:40.731157,46.066667,E00065,AUTO_PERTURB_START_CLOSE,AUTO_PERTURB_CLOSE,close,3.297957,0.044100,
2026-05-14T16:20:47.980223,48.033333,E00066,FORCE_BACK_IN_RANGE,AUTO_PERTURB_CLOSE,close,30.270971,0.020500,
2026-05-14T16:20:48.088140,48.062500,E00067,AUTO_PERTURB_END,AUTO_PERTURB_CLOSE,close,35.118395,0.020100,max_auto_delta_reached
2026-05-14T16:20:48.227614,48.100000,E00068,USER_INPUT_X,AUTO_WAIT,none,38.364674,0.020100,
2026-05-14T16:20:48.274173,48.112500,E00069,FORCE_BELOW_LOW,USER_CONTROL,none,25.720384,0.024600,
2026-05-14T16:20:49.673374,48.491667,E00070,USER_INPUT_Z,AUTO_WAIT,none,0.000184,0.045600,
2026-05-14T16:20:50.439665,48.700000,E00071,USER_INPUT_Z,AUTO_WAIT,none,2.524319,0.027600,
2026-05-14T16:20:51.130498,48.887500,E00072,USER_INPUT_Z,AUTO_WAIT,none,5.773938,0.014100,
2026-05-14T16:20:51.438701,48.970833,E00073,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,30.692336,0.000000,
2026-05-14T16:20:51.454650,48.975000,E00074,FORCE_BELOW_LOW,AUTO_WAIT,none,27.485343,0.000000,
2026-05-14T16:20:51.485006,48.983333,E00075,FORCE_BACK_IN_RANGE,AUTO_WAIT,none,35.418145,0.000000,
2026-05-14T16:20:51.639383,49.025000,E00076,FORCE_ABOVE_HIGH,AUTO_WAIT,none,84.402308,0.000000,
2026-05-14T16:20:54.160569,49.708333,E00077,EMERGENCY_HIGH_FORCE,AUTO_WAIT,none,140.112838,0.000000,
2026-05-14T16:20:56.328614,50.295833,E00078,USER_INPUT_X,AUTO_WAIT,none,152.320346,0.000000,
2026-05-14T16:20:57.175449,50.525000,E00079,USER_INPUT_X,AUTO_WAIT,none,143.728891,0.013500,
2026-05-14T16:20:57.281499,50.554167,E00080,FORCE_BACK_IN_RANGE,USER_CONTROL,none,74.167209,0.024000,
2026-05-14T16:20:57.374072,50.579167,E00081,FORCE_BELOW_LOW,AUTO_WAIT,none,29.168579,0.030000,
2026-05-14T16:21:02.184826,51.883333,E00082,AUTO_PERTURB_START_CLOSE,AUTO_PERTURB_CLOSE,close,3.951634,0.030000,
2026-05-14T16:21:03.723008,52.300000,E00083,FORCE_BACK_IN_RANGE,AUTO_PERTURB_CLOSE,close,30.483611,0.025000,
2026-05-14T16:21:05.878798,52.883333,E00084,EXPERIMENT_END,AUTO_PERTURB_CLOSE,close,42.706044,0.018000,user_quit
