timestamp_iso,time_sec,trial_elapsed_sec,participant_id,condition,manual_start,state,event_id,auto_direction,auto_active,auto_delta,x,y,z,roll,pitch,yaw,gripper_opening,user_key_z,user_key_x,user_input,tf_force_raw,if_force_raw,tf_force_smooth,if_force_smooth,tf_contact_count,if_contact_count,contact_force,contact_frames,no_contact_frames,contact_hold_sec,no_contact_hold_sec,stable_contact,stable_no_contact,tf_level,if_level,overall_level,target_low,target_high,target_mid,force_error,in_target_range,esp32_tf_sent,esp32_if_sent
2026-05-14T14:48:23.335998,0.004167,0.000000,P00,visual_only,0,INIT,E00001,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,1,0.000000,0.004167,0,0,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:23.536051,0.058333,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,14,0.000000,0.058333,0,0,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:23.735985,0.112500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,27,0.000000,0.112500,0,0,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:23.919889,0.162500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,39,0.000000,0.162500,0,0,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:24.106037,0.212500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,51,0.000000,0.212500,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:24.290926,0.262500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,63,0.000000,0.262500,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:24.488242,0.316667,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,76,0.000000,0.316667,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:24.689223,0.370833,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,89,0.000000,0.370833,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:24.889273,0.425000,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,102,0.000000,0.425000,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:25.087807,0.479167,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,115,0.000000,0.479167,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:25.286669,0.533333,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,128,0.000000,0.533333,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:25.486821,0.587500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,141,0.000000,0.587500,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:25.687717,0.641667,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,154,0.000000,0.641667,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:25.888265,0.695833,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,167,0.000000,0.695833,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:26.089472,0.750000,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,180,0.000000,0.750000,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:26.289285,0.804167,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,193,0.000000,0.804167,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:26.486495,0.858333,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,206,0.000000,0.858333,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:26.685593,0.912500,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,219,0.000000,0.912500,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:26.884653,0.966667,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,232,0.000000,0.966667,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:27.071833,1.016667,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,244,0.000000,1.016667,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:27.275323,1.070833,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,257,0.000000,1.070833,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
2026-05-14T14:48:27.474693,1.125000,0.000000,P00,visual_only,0,INIT,,none,0,0.000000,0.000000,0.000000,0.500000,0.000000,1.570796,1.570796,0.040000,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,270,0.000000,1.125000,0,1,0,0,0,30.000000,80.000000,55.000000,55.000000,0,0,0
